rid,course,time,date,title,rclass,band,ages,distance,condition,hurdles,prizes,winningTime,prize,metric,countryCode,ncond,class
125796,Auteuil (FR),12:10,16/09/15,Prix Recruit II (Chase) (Claimer) (5yo+) (Turf),,,5yo+,2m2½f,Very Soft,,"[8117.65, 4058.82, 2367.65, 1606.62, 761.03]",269.11,16913,3720.5,FR,3,0
127522,Listowel (IRE),05:15,16/09/15,Devon Inn Hotel Handicap Hurdle,,,4yo+,3m,Soft To Heavy,15 hurdles,"[12300.0, 3800.0, 1800.0, 800.0, 300.0]",390.7,19000,4827,IE,12,0
131813,Chelmsford (AW),07:50,16/09/15,totepoolracing Find Us On Instagram Maiden Stakes,Class 5,,3yo+,1m,Standard,,"[5175.2, 1540.0, 769.6, 384.8]",99.19,7870,1609,GB,0,5
132525,Auteuil (FR),01:50,16/09/15,Prix de Compiegne (Hurdle) (Grade 3) (5yo+) (Turf),,,5yo+,2m3½f,Very Soft,,"[44669.12, 21838.24, 12904.41, 8933.82, 4963.24, 3474.26, 2481.62]",282.24,99264,3921.5,FR,3,0
133086,Pontefract,03:25,16/09/15,Book Your Christmas Party Here On 0113 2876387 Handicap,Class 4,0-85,3yo+,1m2f,Good To Firm,,"[5175.2, 1540.0, 769.6, 384.8]",130.59,7870,2011,GB,2,4
133900,Auteuil (FR),02:55,16/09/15,Prix Chakhansoor (Hurdle) (Handicap) (5yo+) (Turf),,,5yo+,2m3½f,Very Soft,,"[16941.18, 8470.59, 4941.18, 3352.94, 1588.24]",280.88,35294,3921.5,FR,3,0
134681,Listowel (IRE),01:55,16/09/15,Tote Maiden,,,3yo+,1m,Heavy,,"[7995.0, 2470.0, 1170.0, 520.0, 195.0]",113.47,12350,1609,IE,9,0
139107,Pontefract,04:35,16/09/15,ROA / Racing Post Owners Jackpot Handicap,Class 5,0-75,3yo+,2m1f,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",225.88,4917,3419,GB,2,5
140710,Pontefract,02:20,16/09/15,Book Your 17th October totepool Package Median Auction Maiden Stakes,Class 5,,2yo,5f,Good To Firm,,"[3234.5, 962.5, 481.0, 240.5]",62.51,4917,1005,GB,2,5
141280,Yarmouth,02:45,16/09/15,British Stallion Studs/Ken Lindsay Memorial EBF Maiden Stakes (Plus 10 Race),Class 4,,2yo,6f,Good To Firm,,"[4536.72, 1357.92, 678.96, 339.84, 169.2]",71.16,7083,1206,GB,2,4
141420,Auteuil (FR),03:25,16/09/15,Prix Meli Melo (Chase) (Conditions) (5yo) (Turf),,,5yo,2m1½f,Very Soft,,"[19411.76, 9705.88, 5661.76, 3841.91, 1819.85]",277.15,40442,3519.5,FR,3,0
142686,Ayr,02:00,16/09/15,Hillhouse Quarry Supporting The Ayrshire Hospice Handicap,Class 4,0-85,3yo+,1m,Soft,,"[6469.0, 1925.0, 962.0, 481.0]",101.96,9837,1609,GB,5,4
146145,Chelmsford (AW),08:50,16/09/15,Chelmsford City Racecourse's 100th Race Day Handicap (Div I),Class 6,0-60,3yo+,1m2f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",127.35,4917,2011,GB,0,6
146450,Chelmsford (AW),07:20,16/09/15,totepoolliveinfo.com Handicap,Class 5,0-70,3yo+,7f,Standard,,"[5175.2, 1540.0, 769.6, 384.8]",85.66,7870,1407,GB,0,5
149820,Ayr,04:15,16/09/15,British Stallion Studs Scottish Premier Series EBF Fillies' Handicap,Class 4,0-85,3yo+,1m2f,Soft,,"[8086.25, 2406.25, 1202.5, 601.25]",133.76,12295,2011,GB,5,4
150844,Pontefract,02:55,16/09/15,Matty Bown Handicap (Div I),Class 4,0-80,3yo+,1m,Good To Firm,,"[5175.2, 1540.0, 769.6, 384.8]",104.15,7870,1609,GB,2,4
151531,Chelmsford (AW),05:50,16/09/15,toteplacepot Racing's Favourite Bet Nursery Handicap,Class 4,0-85,2yo,5f,Standard,,"[6469.0, 1925.0, 962.0, 481.0]",59.9,9837,1005,GB,0,4
152020,Chelmsford (AW),06:50,16/09/15,"totetrifecta Pick The 1,2,3 Handicap",Class 6,0-65,3yo+,6f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",72.95,4917,1206,GB,0,6
160038,Listowel (IRE),03:30,16/09/15,Behans Horseshoe Bar &amp; Restaurant Handicap,,,3yo+,1m6f,Heavy,,"[12300.0, 3800.0, 1800.0, 800.0, 300.0]",206.93,19000,2815,IE,9,0
162327,Listowel (IRE),05:45,16/09/15,Helena Sheahan Memorial (Pro/Am) INH Flat Race,,,4-7yo,2m,Soft To Heavy,,"[8302.5, 2565.0, 1215.0, 540.0, 202.5]",251.3,12824,3218,IE,12,0
165156,Ayr,03:05,16/09/15,Barclays Bank Supporting The Ayrhire Hospice Handicap (Div II),Class 5,0-75,3yo+,7f,Soft,,"[4528.3, 1347.5, 673.4, 336.7]",92.66,6886,1407,GB,5,5
165581,Yarmouth,03:50,16/09/15,Dan Hague Rails Bookmaker Handicap,Class 2,0-100,3yo+,1m6f,Good To Firm,,"[12602.0, 3772.0, 1886.0, 944.0, 470.0]",182.98,19674,2815,GB,2,2
166032,Urawa (JPN),11:07,16/09/15,Tele Tama Hai Oval Sprint (Local Grade 3) (Dirt),,,3yo+,7f,Muddy,,"[118523.54, 41483.24, 23704.71, 11852.35, 5926.18]",85.8,201490,1407,JP,16,0
166249,Chelmsford (AW),08:20,16/09/15,@totepoolracing Win Tickets On Twitter Handicap,Class 6,0-60,3yo+,1m,Standard,,"[3234.5, 962.5, 481.0, 240.5]",99.8,4917,1609,GB,0,6
168328,Yarmouth,02:10,16/09/15,British Stallion Studs EBF Maiden Stakes (Plus 10 Race),Class 4,,2yo,1m,Good To Firm,,"[4657.68, 1386.0, 692.64, 346.32]",98.34,7083,1609,GB,2,4
169703,Yarmouth,04:25,16/09/15,EBF Stallions Breeding Winners Fillies' Handicap,Class 4,0-80,3yo+,1m3½f,Good To Firm,,"[4448.82, 4448.82, 1019.72, 509.86]",143.89,10428,2312.5,GB,2,4
169736,Pontefract,04:00,16/09/15,EBF Breeders' Series Fillies' Handicap,Class 2,0-100,3yo+,6f,Good To Firm,,"[18675.0, 5592.0, 2796.0, 1398.0, 699.0, 351.0]",75.23,29511,1206,GB,2,2
169962,Yarmouth,05:30,16/09/15,Dan Hague For Competitive Prices Handicap,Class 3,0-90,3yo+,7f,Good To Firm,,"[7813.24, 2338.64, 1169.32, 585.28, 291.4]",82.53,12197,1407,GB,2,3
170696,Ayr,04:50,16/09/15,William Hill Doonside Cup Stakes (Listed Race),Class 1,,3yo+,1m2f,Soft,,"[36861.5, 13975.0, 6994.0, 3484.0, 1748.5, 877.5]",129.39,63941,2011,GB,5,1
170950,Ayr,02:35,16/09/15,Barclays Bank Supporting The Ayrhire Hospice Handicap (Div I),Class 5,0-75,3yo+,7f,Soft,,"[4528.3, 1347.5, 673.4, 336.7]",94.05,6886,1407,GB,5,5
108244,Auteuil (FR),11:40,16/09/15,Prix Royal Junior (Hurdle) (Conditions) (3yo) (Turf),,,3yo,2m1½f,Very Soft,,"[17647.06, 8823.53, 5147.06, 3492.65, 1654.41]",265.84,36765,3519.5,FR,3,0
80878,Ayr,03:40,16/09/15,Scott Bennett Associates Consulting Engineers Handicap,Class 5,0-70,3yo+,1m5f,Soft,,"[4528.3, 1347.5, 673.4, 336.7]",178.4,6886,2614,GB,5,5
88062,Ayr,05:20,16/09/15,SM Signs Handicap,Class 5,0-70,3yo+,5f,Soft,,"[4528.3, 1347.5, 673.4, 336.7]",60.71,6886,1005,GB,5,5
99415,Chelmsford (AW),09:20,16/09/15,Chelmsford City Racecourse's 100th Race Day Handicap (Div II),Class 6,0-60,3yo+,1m2f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",127.64,4917,2011,GB,0,6
41004,Ayr,01:30,16/09/15,H&amp;V Commissioning Services EBF Novice Stakes (Plus 10 Race),Class 4,,2yo,1m,Soft,,"[6469.0, 1925.0, 962.0, 481.0]",104.14,9837,1609,GB,5,4
43977,Listowel (IRE),04:05,16/09/15,Kevin McManus Beginners Chase,,,4yo+,2m6f,Soft To Heavy,17 fences,"[8610.0, 2660.0, 1260.0, 560.0]",348.9,13090,4424,IE,12,0
56016,Listowel (IRE),04:40,16/09/15,Ladbrokes Ireland Handicap Hurdle (Grade B),,,5yo+,2m,Soft To Heavy,10 hurdles,"[35400.0, 11400.0, 5400.0, 2400.0, 1200.0, 600.0]",246.9,56400,3218,IE,12,0
12159,Newcastle (AUS),07:05,16/09/16,Australian Bloodstock Cameron Handicap (Group 3) (2yo+) (Turf),,,2yo+,7f,Good,,"[44554.46, 14851.49, 7425.74, 3712.87, 1485.15, 742.57, 742.57, 742.57]",78.35,74258,1407,AU,1,0
20651,Ayr,02:30,16/09/16,Shadwell Stud Nursery Handicap,Class 2,,2yo,6f,Good To Soft,,"[15562.5, 4660.0, 2330.0, 1165.0, 582.5, 292.5]",75.33,24591,1206,GB,10,2
31078,Newton Abbot,04:05,16/09/16,Peter Goord Travel &amp; Kuoni Handicap Chase,Class 3,0-125,4yo+,3m2f,Good,20 fences,"[7121.24, 2103.75, 1051.88, 526.5, 263.25]",389.4,11066,5229,GB,1,3
36127,Ayr,04:50,16/09/16,Bam Properties Ltd Handicap,Class 3,0-95,3yo+,2m1½f,Good To Soft,,"[9703.5, 2887.5, 1443.0, 721.5]",240.74,14757,3519.5,GB,10,3
6276,Newcastle (AUS),07:40,16/09/16,XXXX Gold Newcastle Cup (Group 3 Handicap) (3yo+) (Turf),,,3yo+,1m3f,Good,,"[51980.2, 17326.73, 8663.37, 4331.68, 1732.67, 866.34, 866.34, 866.34]",134.59,86633,2212,AU,1,0
7945,Hexham,07:05,16/09/16,Welcome To The Brian Smith Party Conditional Jockeys' Handicap Hurdle,Class 5,0-100,4yo+,2m,Good,8 hurdles,"[2924.1, 858.6, 429.3, 214.65]",257.9,4427,3218,GB,1,5
9692,Newton Abbot,05:15,16/09/16,SIS Trading Services Standard Open National Hunt Flat Race,Class 6,,4-6yo,2m1f,Good,,"[1711.0, 498.75, 249.5]",237.3,2460,3419,GB,1,6
110307,Listowel (IRE),03:45,16/09/16,Guinness Handicap (Premier Handicap),,,3yo+,1m4f,Soft To Heavy,,"[32450.0, 10450.0, 4950.0, 2200.0, 1100.0, 550.0]",174.67,51700,2413,IE,12,0
110480,Listowel (IRE),05:55,16/09/16,Listowel Printing Works European Breeders Fund Mares (Pro/Am) INH Flat Race,,,4-7yo,2m,Soft,,"[7380.0, 2280.0, 1080.0, 480.0, 180.0]",244,11400,3218,IE,5,0
111649,Newbury,03:20,16/09/16,Dubai Duty Free Handicap,Class 2,0-110,3yo+,1m4f,Soft,,"[16172.5, 4812.5, 2405.0, 1202.5]",159.75,24591,2413,GB,5,2
113340,Enghien (FR),01:30,16/09/16,Prix Aston Blount (Hurdle) (Conditions) (4yo) (Turf),,,4yo,2m2f,Very Soft,,"[19411.76, 9705.88, 5661.76, 3841.91, 1819.85]",251.4,40442,3620,FR,3,0
113754,Enghien (FR),01:00,16/09/16,Prix Summit (Chase) (Conditions) (4yo) (Turf),,,4yo,2m1f,Very Soft,,"[18705.88, 9352.94, 5455.88, 3702.21, 1753.68]",247.3,38971,3419,FR,3,0
124227,Newbury,03:55,16/09/16,"Haynes, Hanson &amp; Clark Conditions Stakes (Plus 10 Race)",Class 2,,2yo,1m,Soft,,"[9960.0, 2982.4, 1491.2, 745.6]",103.5,15179,1609,GB,5,2
125760,Ayr,03:40,16/09/16,Shadwell Stud/EBF Stallions Harry Rosebery Stakes (Listed Race),Class 1,,2yo,5f,Good To Soft,,"[28355.0, 10750.0, 5380.0, 2680.0, 1345.0, 675.0]",60.72,49185,1005,GB,10,1
125797,Enghien (FR),03:00,16/09/16,Prix des Rouges Terres (Chase) (Conditions) (5yo+) (Turf),,,5yo+,2m1½f,Very Soft,,"[18705.88, 9352.94, 5455.88, 3702.21, 1753.68]",254.4,38971,3519.5,FR,3,0
127403,Newbury,02:45,16/09/16,Dubai Duty Free Finest Surprise Handicap,Class 3,0-95,3yo+,1m4f,Soft,,"[7439.35, 2213.75, 1106.3, 553.15]",158.71,11312,2413,GB,5,3
131546,Listowel (IRE),02:35,16/09/16,Bank Of Ireland Handicap,,,3yo+,7f,Soft To Heavy,,"[18450.0, 5700.0, 2700.0, 1200.0, 450.0]",95.2,28500,1407,IE,12,0
132724,Listowel (IRE),02:05,16/09/16,Old Castle Median Auction Maiden (Plus 10 Race),,,2yo,7f,Soft To Heavy,,"[7380.0, 2280.0, 1080.0, 480.0, 180.0]",97.38,11400,1407,IE,12,0
136472,Ayr,03:05,16/09/16,"Al Maktoum College, Dundee Handicap",Class 4,0-85,3yo+,5f,Good To Soft,,"[6469.0, 1925.0, 962.0, 481.0]",60.73,9837,1005,GB,10,4
136678,Enghien (FR),11:30,16/09/16,Prix Nuage (Hurdle) (Conditions) (3yo Colts &amp; Geldings) (Turf),,,3yo,2m1½f,Very Soft,,"[16941.18, 8470.59, 4941.18, 3352.94, 1588.24]",259.9,35294,3519.5,FR,3,0
139220,Listowel (IRE),03:10,16/09/16,John &amp; Terry Moriarty Memorial Handicap,,,3yo+,1m4f,Soft To Heavy,,"[7995.0, 2470.0, 1170.0, 520.0, 195.0]",169.51,12350,2413,IE,12,0
142451,Newbury,02:10,16/09/16,Thatcham Butchers EBF Stallions Maiden Stakes (Div II) (Plus 10 Race),Class 4,,2yo,6f,Soft,,"[5175.2, 1540.0, 769.6, 384.8]",76.34,7870,1206,GB,5,4
145510,Newton Abbot,03:30,16/09/16,Climatic Engineering Ltd Handicap Hurdle,Class 4,0-115,4yo+,3m2½f,Good,12 hurdles,"[4548.6, 1335.6, 667.8, 333.9]",389.4,6887,5329.5,GB,1,4
145873,Hexham,05:35,16/09/16,Welcome To CCF (Travis Perkins) Ltd Novices' Hurdle,Class 4,,4yo+,2m4f,Good,10 hurdles,"[3573.9, 1049.4, 524.7, 262.35]",317.5,5410,4022,GB,1,4
148852,Enghien (FR),12:30,16/09/16,Prix Lands End (Hurdle) (Claimer) (5yo+) (Turf),,,5yo+,2m1½f,Very Soft,,"[8117.65, 4058.82, 2367.65, 1606.62, 761.03]",248,16913,3519.5,FR,3,0
150408,Newton Abbot,04:40,16/09/16,newtonabbotracing.com Conditional Jockeys' Handicap Hurdle,Class 4,0-105,4yo+,2m5½f,Good,10 hurdles,"[4548.6, 1335.6, 667.8, 333.9]",319.2,6887,4323.5,GB,1,4
156554,Newcastle (AUS),06:25,16/09/16,Yarraman Park Tibbie Stakes (Group 3) (2yo+ Fillies &amp; Mares) (Turf),,,2yo+,7f,Good,,"[37128.71, 12376.24, 6188.12, 3094.06, 1237.62, 618.81, 618.81, 618.81]",79.91,61882,1407,AU,1,0
158254,Newbury,01:40,16/09/16,Thatcham Butchers EBF Stallions Maiden Stakes (Div I) (Plus 10 Race),Class 4,,2yo,6f,Soft,,"[5175.2, 1540.0, 769.6, 384.8]",76.35,7870,1206,GB,5,4
160021,Newton Abbot,02:20,16/09/16,PKF Francis Clark Maiden Hurdle,Class 4,,4yo+,2m1f,Good,8 hurdles,"[3898.8, 1144.8, 572.4, 286.2]",241.1,5902,3419,GB,1,4
164843,Ayr,05:20,16/09/16,QTS Group Handicap,Class 5,0-70,3yo,1m,Good To Soft,,"[4528.3, 1347.5, 673.4, 336.7]",104.93,6886,1609,GB,10,5
165243,Ayr,02:00,16/09/16,"Al Maktoum College, Dundee/British Stallion Studs EBF Maiden Stakes (Plus 10 Race) (Div II)",Class 4,,2yo,7f,Good To Soft,,"[6469.0, 1925.0, 962.0, 481.0]",95.7,9837,1407,GB,10,4
165924,Newbury,04:25,16/09/16,Dubai Duty Free Cup Stakes (Listed Race),Class 1,,3yo+,7f,Soft,,"[20982.7, 7955.0, 3981.2, 1983.2, 995.3, 499.5]",87.17,36397,1407,GB,5,1
166155,Hexham,05:05,16/09/16,Welcome To 82 Communications Ltd Handicap Chase,Class 5,0-100,4yo+,2m4f,Good,15 fences,"[3249.0, 954.0, 477.0, 238.5]",321.6,4918,4022,GB,1,5
169728,Hexham,06:35,16/09/16,Welcome To Keir Highways Services Ltd Handicap Hurdle,Class 4,0-120,4yo+,2m7½f,Good,12 hurdles,"[4548.6, 1335.6, 667.8, 333.9]",372.1,6887,4725.5,GB,1,4
107907,Newton Abbot,02:55,16/09/16,Attheraces Sky 415 Novices' Chase,Class 3,,4yo+,2m½f,Good,13 fences,"[7187.06, 2169.56, 1117.69, 592.31]",238.5,11067,3318.5,GB,1,3
65303,Listowel (IRE),05:25,16/09/16,John J. Galvin Maiden Hurdle,,,5yo+,2m4f,Soft,12 hurdles,"[7995.0, 2470.0, 1170.0, 520.0, 195.0]",323.4,12350,4022,IE,5,0
67806,Listowel (IRE),04:55,16/09/16,John Francis Handicap Hurdle,,80-109,4yo+,3m,Soft To Heavy,15 hurdles,"[7995.0, 2470.0, 1170.0, 520.0, 195.0]",391.2,12350,4827,IE,12,0
71434,Newbury,05:00,16/09/16,Dubai Duty Free Full Of Surprises EBF Stallions Fillies' Conditions Stakes (Plus 10 Race),Class 2,,2yo,7f,Soft,,"[9960.0, 2982.4, 1491.2, 745.6]",91.22,15179,1407,GB,5,2
85237,Ayr,01:30,16/09/16,"Al Maktoum College, Dundee/British Stallion Studs EBF Maiden Stakes (Plus 10 Race) (Div I)",Class 4,,2yo,7f,Good To Soft,,"[6469.0, 1925.0, 962.0, 481.0]",95.06,9837,1407,GB,10,4
87122,Hexham,04:30,16/09/16,Welcome To Square One Law Maiden Hurdle,Class 5,,4yo+,2m,Good To Soft,8 hurdles,"[2924.1, 858.6, 429.3, 214.65]",252.4,4427,3218,GB,10,5
90088,Enghien (FR),02:00,16/09/16,Prix Jim Crow (Chase) (Conditions) (5yo+) (Turf),,,5yo+,2m3f,Very Soft,,"[26470.59, 13235.29, 7720.59, 5238.97, 2481.62]",290.2,55148,3821,FR,3,0
43675,Enghien (FR),02:30,16/09/16,Prix Roman Oak (Hurdle) (Conditions) (3yo Fillies) (Turf),,,3yo,2m1½f,Very Soft,,"[16941.18, 8470.59, 4941.18, 3352.94, 1588.24]",243.7,35294,3519.5,FR,3,0
46099,Listowel (IRE),04:20,16/09/16,Southampton Goodwill Chase,,,5yo+,2m4f,Soft To Heavy,15 fences,"[18450.0, 5700.0, 2700.0, 1200.0]",306.6,28050,4022,IE,12,0
48973,Ayr,04:15,16/09/16,William Hill Ayr Bronze Cup Handicap,Class 2,,3yo+,6f,Good To Soft,,"[18675.0, 5592.0, 2796.0, 1398.0, 699.0, 351.0]",74.1,29511,1206,GB,10,2
50781,Newbury,05:30,16/09/16,Bathwick Tyres Handicap,Class 4,0-85,3yo+,1m2f,Soft,,"[4690.02, 1395.62, 697.45, 348.73]",131.84,7132,2011,GB,5,4
52450,Enghien (FR),12:00,16/09/16,Prix Maurice d'Okhuysen (Chase) (Conditions) (3yo) (Turf),,,3yo,2m1f,Very Soft,,"[18705.88, 9352.94, 5455.88, 3702.21, 1753.68]",242.5,38971,3419,FR,3,0
57772,Newton Abbot,01:50,16/09/16,Riviera Stonemasons Maiden Hurdle,Class 4,,4yo+,2m5½f,Good,10 hurdles,"[3898.8, 1144.8, 572.4, 286.2]",327.4,5902,4323.5,GB,1,4
57931,Hexham,06:05,16/09/16,Hexham &amp; Northern Rural Handicap Chase,Class 4,0-120,4yo+,3m,Good,19 fences,"[5523.3, 1621.8, 810.9, 405.45]",395,8361,4827,GB,1,4
11190,Ayr,05:30,16/09/17,Jordan Electrics Ltd Handicap,Class 3,0-90,3yo+,1m5f,Good To Soft,,"[9703.5, 2887.5, 1443.0, 721.5]",176.35,14757,2614,GB,10,3
17743,Newmarket,02:05,16/09/17,newmarketracecourses.co.uk Handicap (Div I),Class 4,0-80,3yo+,7f,Good,,"[5175.2, 1540.0, 769.6, 384.8]",85.39,7870,1407,GB,1,4
29809,Wolverhampton (AW),07:40,16/09/17,bet365 EBF Maiden Stakes,Class 5,,2yo,1m½f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",112.15,4917,1709.5,GB,0,5
111524,Newmarket,01:35,16/09/17,British Stallion Studs EBF Maiden Fillies' Stakes (Plus 10 Race),Class 4,,2yo,1m,Good,,"[4528.3, 1347.5, 673.4, 336.7]",98.1,6886,1609,GB,1,4
112106,Ayr,03:45,16/09/17,William Hill Ayr Gold Cup (Heritage Handicap),Class 2,,3yo+,6f,Good To Soft,,"[124500.0, 37280.0, 18640.0, 9320.0, 4660.0, 2340.0]",73.12,196740,1206,GB,10,2
112908,Wolverhampton (AW),05:40,16/09/17,Cash Out At bet365 Handicap (Div I),Class 6,0-55,3yo+,5f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",62.21,3935,1005,GB,0,6
113083,Ayr,04:20,16/09/17,William Hill Download The App Handicap (Registered As The Kilkerran Cup),Class 2,0-100,3yo+,1m2f,Good To Soft,,"[15562.5, 4660.0, 2330.0, 1165.0, 582.5, 292.5]",131.77,24591,2011,GB,10,2
113213,Listowel (IRE),03:30,16/09/17,M.J. Carroll ARRO Handicap Hurdle,,,5yo+,2m4f,Yielding,12 hurdles,"[18450.0, 5700.0, 2700.0, 1200.0, 450.0]",320.9,28500,4022,IE,6,0
115994,Randwick (AUS),07:35,16/09/17,Bill Ritchie Handicap (Group 3) (3yo+) (Turf),,,3yo+,7f,Good,,"[37920.79, 12376.24, 6188.12, 3094.06, 1237.62, 618.81, 618.81, 618.81]",82.73,62674,1407,AU,1,0
116693,Catterick,03:35,16/09/17,racinguk.com/anywhere 3 Devices 1 Price Nursery Handicap,Class 5,0-75,2yo,5f,Good,,"[3234.5, 962.5, 481.0, 240.5]",61.34,4917,1005,GB,1,5
117579,Newbury,01:10,16/09/17,Wedgewood Estates EBF Stallions Maiden Stakes (Plus 10 Race) (Div I),Class 4,,2yo,7f,Good To Soft,,"[5175.2, 1540.0, 769.6, 384.8]",88.83,7870,1407,GB,10,4
118916,Catterick,06:25,16/09/17,Book Now For Saturday 15th October Handicap (Div II),Class 6,0-65,3yo+,7f,Good,,"[2587.6, 770.0, 384.8, 192.4]",88.86,3935,1407,GB,1,6
119187,Wolverhampton (AW),08:40,16/09/17,Casino At bet365 Handicap,Class 6,0-65,3yo,7f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",89.18,3935,1407,GB,0,6
119813,Wolverhampton (AW),06:10,16/09/17,Cash Out At bet365 Handicap (Div II),Class 6,0-55,3yo+,5f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",61.83,3935,1005,GB,0,6
120524,Wolverhampton (AW),08:10,16/09/17,bet365 Handicap,Class 4,0-85,3yo+,2m½f,Standard,,"[4690.02, 1395.62, 697.45, 348.73]",220.14,7132,3318.5,GB,0,4
121120,Belmont Park (USA),10:45,16/09/17,Sands Point Stakes (Grade 2) (3yo Fillies) (Turf),,,3yo,1m1f,Firm,,"[204081.63, 68027.21, 34013.61, 17006.8, 10204.08, 6802.72]",107.82,340137,1810,US,8,0
127113,Catterick,05:20,16/09/17,John &amp; Judith Sanderson Golden Wedding Anniversary Maiden Stakes,Class 5,,3-4yo,7f,Good,,"[3234.5, 962.5, 481.0, 240.5]",88.9,4917,1407,GB,1,5
127252,Listowel (IRE),02:55,16/09/17,Speedy's Bars Handicap Hurdle,,80-102,4yo+,2m4f,Yielding,12 hurdles,"[7380.0, 2280.0, 1080.0, 480.0, 180.0]",324.9,11400,4022,IE,6,0
127351,Churchill Downs (USA),11:59,16/09/17,Pocahontas Stakes (Grade 2) (2yo Fillies) (Dirt),,,2yo,1m½f,Muddy,,"[80979.59, 26122.45, 13061.22, 6530.61, 3918.37, 1360.54, 1360.54, 1360.54, 1360.54]",107.19,136056,1709.5,US,16,0
128253,Woodbine (CAN),10:34,16/09/17,Northern Dancer Turf Stakes presented by HPIBet (Grade 1) (3yo+) (Turf),,,3yo+,1m4f,Good,,"[88235.29, 29411.76, 14705.88, 7352.94, 3529.41, 1764.71, 1470.59, 1470.59]",151.75,147942,2413,CAN,1,0
128581,Wolverhampton (AW),09:10,16/09/17,Poker At bet365 Handicap,Class 6,0-65,3yo+,1m4f,Standard,,"[2587.6, 770.0, 384.8, 192.4]",159.05,3935,2413,GB,0,6
129091,Newbury,01:45,16/09/17,Dubai Duty Free Legacy Cup Stakes (Group 3) (Formerly Known As The Arc Trial),Class 1,,3yo+,1m3f,Good To Soft,,"[34026.0, 12900.0, 6456.0, 3216.0, 1614.0]",142.86,58212,2212,GB,10,1
129395,Listowel (IRE),04:40,16/09/17,Chutehall International Ltd. (Q.R.) Handicap Chase,,,4yo+,2m1f,Yielding,13 fences,"[7995.0, 2470.0, 1170.0, 520.0, 195.0]",268.6,12350,3419,IE,6,0
129801,Newbury,02:15,16/09/17,Dubai Duty Free Mill Reef Stakes (Group 2),Class 1,,2yo,6f,Good To Soft,,"[42532.5, 16125.0, 8070.0, 4020.0, 2017.5, 1012.5]",73.18,73777,1206,GB,10,1
132623,Newmarket,03:50,16/09/17,Betfred Cesarewitch Trial Stakes (Handicap),Class 2,0-105,3yo+,2m2f,Good,,"[31125.0, 9320.0, 4660.0, 2330.0, 1165.0, 585.0]",240.5,49185,3620,GB,1,2
133222,Caulfield (AUS),07:15,16/09/17,Bendigo Bank East Malvern MRC Foundation Cup (Group 3 Handicap) (3yo+) (Turf),,,3yo+,1m2f,Good To Soft,,"[44925.74, 13366.34, 6683.17, 3341.58, 1856.44, 1485.15, 1485.15, 1485.15]",123.97,74628,2011,AU,10,0
133583,Ayr,02:35,16/09/17,William Hill Ayr Silver Cup Handicap,Class 2,,3yo+,6f,Good To Soft,,"[31125.0, 9320.0, 4660.0, 2330.0, 1165.0, 585.0]",73.63,49185,1206,GB,10,2
134296,Hastings (NZ),05:26,16/09/17,Windsor Park Plate (Group 1) (2yo+) (Turf),,,2yo+,1m,Good,,"[57870.37, 18518.52, 9259.26, 4629.63, 2314.81]",95.52,92593,1609,NZ,1,0
136322,Newbury,04:00,16/09/17,Dubai Duty Free Nursery Handicap,Class 3,0-95,2yo,7f,Good To Soft,,"[6225.0, 1864.0, 932.0, 466.0, 233.0, 117.0]",87.81,9837,1407,GB,10,3
137458,Catterick,05:55,16/09/17,Book Now For Saturday 15th October Handicap (Div I),Class 6,0-65,3yo+,7f,Good,,"[2587.6, 770.0, 384.8, 192.4]",89.15,3935,1407,GB,1,6
137711,Maisons-Laffitte (FR),04:45,16/09/17,Prix du Petit Trianon (Handicap) (3yo) (Straight) (Turf),,,3yo,1m,Soft,,"[10367.65, 4191.18, 3088.24, 1985.29, 1213.24, 772.06, 441.18]",99.99,22058,1609,FR,5,0
139028,Catterick,02:25,16/09/17,British Stallion Studs EBF Novice Stakes,Class 5,,2yo,6f,Good,,"[3234.5, 962.5, 481.0, 240.5]",74.8,4917,1206,GB,1,5
139646,Woodbine (CAN),11:39,16/09/17,Ricoh Woodbine Mile Stakes (Grade 1) (3yo+) (Turf),,,3yo+,1m,Good,,"[294117.65, 117647.06, 49019.61, 24509.8, 9803.92, 4901.96, 4901.96, 4901.96]",94.13,509805,1609,CAN,1,0
140059,Wolverhampton (AW),07:10,16/09/17,bet365.com Handicap,Class 5,0-75,3yo+,6f,Standard,,"[3234.5, 962.5, 481.0, 240.5]",73.22,4917,1206,GB,0,5
140582,Maisons-Laffitte (FR),01:05,16/09/17,Prix de Beausejour (Conditions) (3yo) (Turf),,,3yo,1m½f,Soft,,"[10661.76, 4264.71, 3198.53, 2132.35, 1066.18]",110.06,21324,1709.5,FR,5,0
141584,Catterick,04:10,16/09/17,Ali's Angels Brain Tumour Charity Handicap,Class 4,0-80,3yo+,1m6f,Good,,"[5175.2, 1540.0, 769.6, 384.8]",186.32,7870,2815,GB,1,4
